Date,Adj Close Reconstructed,Close Reconstructed,High Reconstructed,Low Reconstructed,Open Reconstructed,Volume Reconstructed
2023-12-01,318.62266126299136,328.2468600023816,330.5108054960692,326.0478425352706,327.63766575741096,140931.83921885293
2023-12-04,319.417346390151,328.9863918674722,331.80588458940935,327.1557431626114,328.91171172350613,134833.37702646828
2023-12-05,319.98701424467487,329.55330818078,332.1234731951919,328.2194794895703,329.9737029180557,127835.04295854665
2023-12-06,320.2972787892707,329.9197629971188,332.87820042874904,328.4998013005573,330.84102220588636,119906.43759275526
2023-12-07,320.6086033779864,330.3049599706969,333.1715648228501,329.18225546998946,331.139423580673,110983.0052623776
2023-12-08,320.81186516270816,330.6193106147356,333.3378107979297,329.89691538305556,332.05266745005235,101015.59296167473
2023-12-11,319.9466928832064,329.7357500500473,332.7216796175494,328.29466655541466,331.6567273869966,93399.61511736808
2023-12-12,317.92353727351474,327.5474298640637,330.8033638238855,326.80965643473013,329.8324046033926,88437.01176142
2023-12-13,317.50312978800685,327.0947177743531,330.132993253644,325.73012462968535,329.0300645094734,84469.97568856255
2023-12-14,318.6439338069993,328.30909603941467,330.50801415103336,325.7975182784057,328.9482545443496,82451.0248204661
2023-12-15,317.98410135920636,327.6171181396562,330.1098200163846,326.56235968571565,328.3804648098282,80365.6737385863
2023-12-18,315.92481862135907,325.460509922581,329.3276965250429,326.0176287643377,327.7130003715256,78098.30488048034
2023-12-19,314.4012609771597,323.886854765353,327.70536755536034,322.4588907210569,325.9765511741515,77500.15434772194
2023-12-20,312.8957280488882,322.3524993771135,324.89802559575577,320.6522798380226,322.93909027576416,78174.11057888171
2023-12-21,311.8882218474483,321.2952468628441,323.02833410262286,318.80668715356944,321.12238052095813,77319.7921979147
2023-12-22,311.6946150138059,321.0452462016485,324.13445690346236,318.8852163379822,320.39930847459294,74936.85513456738
2023-12-25,312.7553940816734,322.24202136188495,324.5477545529755,320.4449872760744,320.6965996853502,72119.75331408197
2023-12-26,313.5199004674897,322.96486535553225,325.633086266019,320.98063875105646,322.6314898638054,68176.51079950648
2023-12-27,314.8579365591629,324.37380101884264,326.9929653081875,322.10138927666753,324.3257734147938,65251.2740623327
2023-12-28,316.11283103756006,325.687512621796,328.42874061853456,324.1979503775941,325.91173575966616,63477.32276736836
2023-12-29,317.83643486935836,327.4596363000379,329.8488033923586,325.9488768161819,327.76591345473685,61217.13133614814
2024-01-02,319.8838834983424,329.5388553326594,331.08162199124007,327.77750374720483,329.50362473179183,58948.26756066979
2024-01-03,321.6878932052964,331.5058163131501,334.7523183000562,329.45850427271614,330.8190336778645,58100.37475512572
2024-01-04,321.56791399110904,331.30731191731,333.5610106830565,330.85712341548594,331.57305574875215,58639.40030217994
2024-01-05,321.4584585650712,331.2040193196235,333.98802766189806,328.81757897128693,331.54763453865445,60236.61229530842
2024-01-08,320.4342556835935,330.13293358964785,333.2661101400822,329.1443704534323,330.53744629710866,63262.0722514773
2024-01-09,319.6035136990377,329.26233665664176,331.9616331411219,328.09483253637075,329.89478024411056,62689.94361776744
2024-01-10,319.0183702571828,328.6464192172303,330.0380979931385,327.7020859480362,329.5741125489046,58120.1147360695
2024-01-11,317.78630303472215,327.3511906877707,328.54853255148186,326.51217267611736,328.6526786939302,52271.07237043929
2024-01-12,316.1137299949496,325.590500583638,327.61221749660496,324.75129919798536,327.37972401255905,43800.529954503254
2024-01-15,315.0545053988839,324.51807764769114,326.77449783354734,324.0972738437025,326.50090080432085,41062.55268658427
2024-01-16,314.58666669148084,324.1149308430971,326.3505482505372,324.537155138165,325.97396619662527,44896.257023689286
2024-01-17,313.20322297548546,322.6380144711185,325.77759566278854,320.83334339653726,325.3617672358801,50173.46525985276
2024-01-18,313.39183205358916,322.98046895589994,325.05531667076446,321.991049674123,324.816010952498,59128.439095768554
2024-01-19,312.72162761014437,322.2926342511476,324.503762926179,321.3738922030722,324.2166037440781,67077.30495757531
2024-01-22,311.9371142075479,321.44103570985357,324.0122010917758,320.92866061904914,323.51304021636173,73411.15611242174
2024-01-23,311.4346128107028,320.89578869891335,323.41054916452316,319.5529180670697,322.8651483614318,82303.39862033994
2024-01-24,311.11153500143985,320.5325750455309,322.70798044253814,320.0934736051499,322.2338386278748,92624.17472072832
2024-01-25,310.50678238455646,319.77602409929625,322.33701605894527,319.4922147939428,321.7161007991748,96728.36233614475
2024-01-26,310.5210094341641,319.8835725822966,322.29456610064597,318.838054074087,321.3421702464719,94328.25577471373
2024-01-29,310.4020134304864,319.7644170885798,322.3443566746427,319.1693215803395,321.03514903893773,88181.17771642446
2024-01-30,310.45187623799274,319.8561916493802,322.5821514623986,318.49956860553993,320.8297965339789,76208.62515334623
2024-01-31,310.6955857511277,320.12567970930274,322.7031585049246,318.4628861487241,320.7794583213015,69003.06634398528
2024-02-01,311.1382614907584,320.57067439447854,322.664149706601,318.71910968799347,320.88925260495455,67230.20468745577
2024-02-02,311.9096564325167,321.3673824278025,323.17616267996596,319.2615023081258,321.2384084696391,74708.11747726123
2024-02-05,313.04695685721646,322.543488519743,324.2065704081555,320.262733948165,321.85457509478107,95087.54759090583
2024-02-15,314.82254346427675,324.35216118457885,325.80953002056765,321.37529323672555,323.41944337573443,113657.47839885099
2024-02-16,317.3223231232996,326.8846148926138,328.1696326885187,322.6443507803053,326.04142785794056,132088.31418526202
2024-02-19,323.49167129136794,333.3080869333439,340.62549513137293,329.7584770097897,331.1369164952234,355610.17211867386
2024-02-20,327.3947987594281,337.18559690492896,341.17694957944786,332.0308040874819,336.763990622827,188171.5447216372
2024-02-21,331.97724482715705,341.99972332437693,346.09326235029124,336.5167187717326,339.3319600353426,255100.5709474498
2024-02-22,334.28560656944444,344.27917608012086,347.1318039372171,339.4464305473977,345.80886854237474,209379.59522600664
2024-02-23,338.4734375747112,348.6895588348874,351.1248494608327,343.9414312649225,346.32852068170376,212190.74362036693
2024-02-26,343.8377165998923,354.4128993782655,357.6299615349677,349.66208502981766,351.9792191272564,230342.4632664244
2024-02-27,347.77576365713185,358.51604302317384,361.5441843385017,353.8905372753861,356.8969639904958,194342.76901401443
2024-02-29,350.6489177074733,361.3806798940987,363.6288264269,356.8562323038381,358.84913406013607,187254.08639290265
2024-03-01,353.03632101969964,363.7333552849774,366.2946672286984,359.7742409779148,362.22833707271224,168941.7241844008
2024-03-04,354.44066553335455,365.00547677126383,368.77111851088637,362.1218706140611,365.0772035743747,161612.12158252954
2024-03-05,358.00911386726904,368.74220707550745,370.9735372108562,363.52294249718483,365.66161597046107,156515.41826396016
2024-03-06,358.1241967049026,368.863522485526,371.97485236734366,363.9922950341578,366.57297658266333,157969.69205845398
2024-03-07,358.7837788974559,369.67100416495646,372.689988030391,363.47720081240345,368.2669726462025,178394.56602065376
