Price,Adj Close,Close,High,Low,Open,Volume
2023-12-01,25.60691261291504,26.0,26.0,25.799999237060547,25.899999618530273,58743809.0
2023-12-04,25.65615463256836,26.049999237060547,26.049999237060547,25.75,26.0,42261266.0
2023-12-05,25.705400466918945,26.100000381469727,26.100000381469727,25.850000381469727,25.950000762939453,29297509.0
2023-12-06,25.853132247924805,26.25,26.299999237060547,25.950000762939453,26.100000381469727,21608468.0
2023-12-07,25.65615463256836,26.049999237060547,26.25,26.049999237060547,26.200000762939453,16881685.0
2023-12-08,25.705400466918945,26.100000381469727,26.100000381469727,25.899999618530273,26.100000381469727,20561534.0
2023-12-11,25.31144905090332,25.700000762939453,26.100000381469727,25.450000762939453,26.049999237060547,45816383.0
2023-12-12,25.065227508544922,25.450000762939453,25.75,25.299999237060547,25.700000762939453,37816274.0
2023-12-13,24.76976203918457,25.149999618530273,25.450000762939453,25.0,25.450000762939453,43145281.0
2023-12-14,25.01598358154297,25.399999618530273,25.5,25.149999618530273,25.299999237060547,42235367.0
2023-12-15,26.05010986328125,26.450000762939453,26.450000762939453,25.5,25.5,110996852.0
2023-12-18,26.24708366394043,26.649999618530273,27.100000381469727,26.5,26.950000762939453,71576761.0
2023-12-19,26.24708366394043,26.649999618530273,26.75,26.149999618530273,26.649999618530273,42665576.0
2023-12-20,26.148595809936523,26.549999237060547,26.899999618530273,26.5,26.899999618530273,37818476.0
2023-12-21,26.19784164428711,26.600000381469727,26.700000762939453,26.350000381469727,26.350000381469727,26000720.0
2023-12-22,26.34557342529297,26.75,26.75,26.5,26.649999618530273,29242443.0
2023-12-25,26.444061279296875,26.850000381469727,26.950000762939453,26.700000762939453,26.75,17061109.0
2023-12-26,26.493305206298828,26.899999618530273,26.950000762939453,26.75,26.899999618530273,12696853.0
2023-12-27,26.493305206298828,26.899999618530273,26.950000762939453,26.75,26.899999618530273,19090541.0
2023-12-28,26.591793060302734,27.0,27.0,26.799999237060547,26.899999618530273,19954226.0
2023-12-29,26.591793060302734,27.0,27.0,26.850000381469727,27.0,17123285.0
2024-01-02,26.591793060302734,27.0,27.0,26.75,27.0,15057909.0
2024-01-03,26.296329498291016,26.700000762939453,26.850000381469727,26.5,26.799999237060547,22318324.0
2024-01-04,26.296329498291016,26.700000762939453,26.700000762939453,26.549999237060547,26.649999618530273,16330053.0
2024-01-05,26.296329498291016,26.700000762939453,26.700000762939453,26.600000381469727,26.700000762939453,15763027.0
2024-01-08,26.09935188293457,26.5,26.850000381469727,26.5,26.700000762939453,12478725.0
2024-01-09,25.60691261291504,26.0,26.600000381469727,26.0,26.549999237060547,26493828.0
2024-01-10,25.45918083190918,25.850000381469727,25.950000762939453,25.700000762939453,25.950000762939453,12779680.0
2024-01-11,25.409934997558594,25.799999237060547,25.899999618530273,25.700000762939453,25.799999237060547,13565460.0
2024-01-12,25.409934997558594,25.799999237060547,25.950000762939453,25.700000762939453,25.700000762939453,12902591.0
2024-01-15,25.409934997558594,25.799999237060547,26.0,25.799999237060547,25.950000762939453,8527080.0
2024-01-16,24.819007873535156,25.200000762939453,25.700000762939453,25.200000762939453,25.600000381469727,26726157.0
2024-01-17,24.425052642822266,24.799999237060547,25.25,24.799999237060547,25.200000762939453,34869640.0
2024-01-18,24.425052642822266,24.799999237060547,25.049999237060547,24.799999237060547,24.799999237060547,15565197.0
2024-01-19,24.277320861816406,24.649999618530273,24.799999237060547,24.549999237060547,24.649999618530273,24219565.0
2024-01-22,24.375810623168945,24.75,24.850000381469727,24.600000381469727,24.649999618530273,12468300.0
2024-01-23,24.425052642822266,24.799999237060547,24.950000762939453,24.75,24.75,19441516.0
2024-01-24,24.76976203918457,25.149999618530273,25.200000762939453,24.850000381469727,24.850000381469727,14041631.0
2024-01-25,24.720518112182617,25.100000381469727,25.149999618530273,25.0,25.100000381469727,11496839.0
2024-01-26,24.86825180053711,25.25,25.299999237060547,24.950000762939453,25.0,13309883.0
2024-01-29,25.065227508544922,25.450000762939453,25.600000381469727,25.25,25.25,10559400.0
2024-01-30,24.671274185180664,25.049999237060547,25.5,25.049999237060547,25.5,15056406.0
2024-01-31,24.76976203918457,25.149999618530273,25.149999618530273,24.850000381469727,25.0,23551443.0
2024-02-01,24.86825180053711,25.25,25.399999618530273,25.149999618530273,25.25,10402531.0
2024-02-02,24.76976203918457,25.149999618530273,25.25,25.0,25.200000762939453,11237105.0
2024-02-05,24.47429847717285,24.850000381469727,25.049999237060547,24.850000381469727,25.0,18295132.0
2024-02-15,24.228078842163086,24.600000381469727,24.899999618530273,24.5,24.850000381469727,27325870.0
2024-02-16,24.523542404174805,24.899999618530273,25.0,24.600000381469727,24.600000381469727,12913495.0
2024-02-19,25.01598358154297,25.399999618530273,25.399999618530273,24.899999618530273,24.950000762939453,18288946.0
2024-02-20,24.91749382019043,25.299999237060547,25.450000762939453,25.200000762939453,25.399999618530273,9500727.0
2024-02-21,24.86825180053711,25.25,25.299999237060547,25.149999618530273,25.299999237060547,9525441.0
2024-02-22,24.76976203918457,25.149999618530273,25.299999237060547,25.100000381469727,25.25,9676925.0
2024-02-23,24.62203025817871,25.0,25.200000762939453,25.0,25.149999618530273,11649661.0
2024-02-26,24.523542404174805,24.899999618530273,25.0,24.899999618530273,24.899999618530273,11512246.0
2024-02-27,24.277320861816406,24.649999618530273,24.799999237060547,24.600000381469727,24.799999237060547,25469633.0
2024-02-29,24.228078842163086,24.600000381469727,24.700000762939453,24.549999237060547,24.649999618530273,30716317.0
2024-03-01,24.080347061157227,24.450000762939453,24.600000381469727,24.350000381469727,24.549999237060547,28495743.0
2024-03-04,23.834125518798828,24.200000762939453,24.350000381469727,24.100000381469727,24.299999237060547,27562668.0
2024-03-05,23.686391830444336,24.049999237060547,24.25,24.049999237060547,24.100000381469727,23444443.0
2024-03-06,23.686391830444336,24.049999237060547,24.200000762939453,24.0,24.049999237060547,23195269.0
2024-03-07,23.587905883789062,23.950000762939453,24.049999237060547,23.899999618530273,24.0,26458836.0
2024-03-08,23.735637664794922,24.100000381469727,24.100000381469727,23.799999237060547,23.899999618530273,27667548.0
2024-03-11,23.686391830444336,24.049999237060547,24.100000381469727,24.0,24.100000381469727,12980413.0
2024-03-12,23.784881591796875,24.149999618530273,24.149999618530273,24.049999237060547,24.100000381469727,11902213.0
2024-03-13,23.587905883789062,23.950000762939453,24.049999237060547,23.799999237060547,24.0,29450556.0
2024-03-14,23.686391830444336,24.049999237060547,24.100000381469727,23.799999237060547,23.950000762939453,20850075.0
2024-03-15,23.489418029785156,23.850000381469727,24.049999237060547,23.850000381469727,24.0,30920658.0
2024-03-18,23.341686248779297,23.700000762939453,23.899999618530273,23.5,23.850000381469727,26497087.0
2024-03-19,23.29244041442871,23.649999618530273,23.75,23.549999237060547,23.600000381469727,18968165.0
2024-03-20,23.14470863342285,23.5,23.700000762939453,23.5,23.600000381469727,23206150.0
2024-03-21,23.489418029785156,23.850000381469727,23.950000762939453,23.5,23.5,17614375.0
2024-03-22,23.587905883789062,23.950000762939453,24.0,23.799999237060547,23.799999237060547,15571136.0
2024-03-25,23.489418029785156,23.850000381469727,24.0,23.75,23.950000762939453,13546178.0
2024-03-26,23.637149810791016,24.0,24.049999237060547,23.799999237060547,23.850000381469727,17176289.0
2024-03-27,23.538660049438477,23.899999618530273,24.049999237060547,23.899999618530273,24.0,13348734.0
2024-03-28,23.44017219543457,23.799999237060547,23.950000762939453,23.799999237060547,23.850000381469727,13341170.0
2024-03-29,23.587905883789062,23.950000762939453,24.0,23.850000381469727,23.850000381469727,6795000.0
2024-04-01,23.637149810791016,24.0,24.0,23.899999618530273,23.950000762939453,9529609.0
2024-04-02,23.932613372802734,24.299999237060547,24.299999237060547,24.0,24.0,22291064.0
2024-04-03,24.277320861816406,24.649999618530273,25.0,24.350000381469727,24.600000381469727,54187093.0
2024-04-08,24.62203025817871,25.0,25.0,24.549999237060547,24.649999618530273,47311562.0
2024-04-09,25.65615463256836,26.049999237060547,26.100000381469727,25.049999237060547,25.200000762939453,111485566.0
2024-04-10,25.21295928955078,25.600000381469727,26.25,25.549999237060547,26.149999618530273,47413611.0
2024-04-11,24.91749382019043,25.299999237060547,25.600000381469727,25.25,25.5,30558326.0
2024-04-12,24.47429847717285,24.850000381469727,25.049999237060547,24.799999237060547,25.049999237060547,27262546.0
2024-04-15,24.1788330078125,24.549999237060547,25.149999618530273,24.549999237060547,24.799999237060547,33609095.0
2024-04-16,23.88336944580078,24.25,24.5,24.200000762939453,24.450000762939453,24632534.0
2024-04-17,24.080347061157227,24.450000762939453,24.5,24.25,24.25,24799167.0
2024-04-18,24.425052642822266,24.799999237060547,25.0,24.5,24.549999237060547,32702678.0
2024-04-19,24.080347061157227,24.450000762939453,24.850000381469727,24.200000762939453,24.799999237060547,36899346.0
2024-04-22,24.326566696166992,24.700000762939453,24.950000762939453,24.549999237060547,24.799999237060547,22677216.0
2024-04-23,24.47429847717285,24.850000381469727,25.049999237060547,24.700000762939453,24.850000381469727,19482568.0
2024-04-24,24.375810623168945,24.75,24.950000762939453,24.700000762939453,24.899999618530273,12421121.0
2024-04-25,24.1788330078125,24.549999237060547,24.649999618530273,24.399999618530273,24.600000381469727,11851681.0
2024-04-26,24.1788330078125,24.549999237060547,24.700000762939453,24.450000762939453,24.450000762939453,14545258.0
2024-04-29,24.62203025817871,25.0,25.0,24.649999618530273,24.649999618530273,22663319.0
2024-04-30,24.47429847717285,24.850000381469727,25.100000381469727,24.850000381469727,24.950000762939453,21989008.0
2024-05-02,24.572786331176758,24.950000762939453,25.0,24.799999237060547,24.850000381469727,12671838.0
2024-05-03,24.572786331176758,24.950000762939453,25.25,24.950000762939453,25.0,22510965.0
2024-05-06,24.720518112182617,25.100000381469727,25.149999618530273,24.850000381469727,25.100000381469727,15729366.0
2024-05-07,24.523542404174805,24.899999618530273,25.25,24.899999618530273,25.149999618530273,13625167.0
2024-05-08,24.375810623168945,24.75,24.950000762939453,24.549999237060547,24.950000762939453,24938749.0
2024-05-09,24.228078842163086,24.600000381469727,24.899999618530273,24.600000381469727,24.649999618530273,16606448.0
2024-05-10,24.425052642822266,24.799999237060547,24.799999237060547,24.549999237060547,24.600000381469727,10766615.0
2024-05-13,24.47429847717285,24.850000381469727,25.0,24.700000762939453,24.700000762939453,15989978.0
2024-05-14,24.62203025817871,25.0,25.100000381469727,24.899999618530273,24.899999618530273,18879955.0
2024-05-15,24.375810623168945,24.75,25.100000381469727,24.75,25.0,22507494.0
2024-05-16,24.76976203918457,25.149999618530273,25.200000762939453,24.950000762939453,25.0,36325849.0
2024-05-17,24.671274185180664,25.049999237060547,25.200000762939453,25.0,25.149999618530273,11877799.0
2024-05-20,24.86825180053711,25.25,25.299999237060547,25.100000381469727,25.149999618530273,23135674.0
2024-05-21,24.523542404174805,24.899999618530273,25.25,24.850000381469727,25.25,15747430.0
2024-05-22,24.228078842163086,24.600000381469727,25.049999237060547,24.600000381469727,24.950000762939453,45286858.0
2024-05-23,23.784881591796875,24.149999618530273,24.600000381469727,24.149999618530273,24.5,44134220.0
2024-05-24,23.637149810791016,24.0,24.200000762939453,24.0,24.149999618530273,29099032.0
2024-05-27,23.538660049438477,23.899999618530273,24.100000381469727,23.899999618530273,24.049999237060547,38511702.0
2024-05-28,23.834125518798828,24.200000762939453,24.25,23.950000762939453,24.0,19944403.0
2024-05-29,23.587905883789062,23.950000762939453,24.25,23.950000762939453,24.200000762939453,35503225.0
2024-05-30,23.489418029785156,23.850000381469727,23.950000762939453,23.799999237060547,23.899999618530273,30183046.0
2024-05-31,23.390928268432617,23.75,23.899999618530273,23.75,23.850000381469727,61849635.0
2024-06-03,23.44017219543457,23.799999237060547,23.899999618530273,23.649999618530273,23.799999237060547,25003443.0
2024-06-04,23.243196487426758,23.600000381469727,23.75,23.600000381469727,23.700000762939453,30968997.0
2024-06-05,23.193952560424805,23.549999237060547,23.649999618530273,23.549999237060547,23.600000381469727,26955451.0
2024-06-06,23.14470863342285,23.5,23.649999618530273,23.5,23.549999237060547,30547163.0
2024-06-07,23.341686248779297,23.700000762939453,23.75,23.5,23.5,25768510.0
2024-06-11,22.996976852416992,23.350000381469727,23.649999618530273,23.350000381469727,23.5,49427096.0
