Date,Original Close Price,Wavelet Transformed Price,Extracted Noise
2023-12-01,99.1999969482422,99.26198090497824,-0.061983956736042956
2023-12-04,99.8000030517578,99.61361706055307,0.18638599120473032
2023-12-05,100.5,99.68333491176118,0.8166650882388211
2023-12-06,100.0,99.48062284633338,0.5193771536666247
2023-12-07,99.4000015258789,99.27473200810513,0.1252695177737735
2023-12-08,99.0999984741211,98.9656539435069,0.13434453061420015
2023-12-11,98.5,98.76926180634405,-0.2692618063440477
2023-12-12,98.6999969482422,98.72676242750498,-0.026765479262778058
2023-12-13,98.4000015258789,98.66280945714598,-0.26280793126707636
2023-12-14,98.9000015258789,98.63885869589903,0.2611428299798746
2023-12-15,98.4000015258789,98.55044065087598,-0.150439124997078
2023-12-18,98.0999984741211,98.37452197498537,-0.27452350086427657
2023-12-19,98.0,98.21308087583476,-0.21308087583476265
2023-12-20,98.0999984741211,98.03697612809847,0.06302234602262047
2023-12-21,97.5999984741211,97.85728079574574,-0.2572823216246434
2023-12-22,97.1999969482422,97.68608380482327,-0.48608685658106765
2023-12-25,97.5,97.7085715519675,-0.20857155196749488
2023-12-26,97.8000030517578,97.95246836361092,-0.1524653118531205
2023-12-27,98.3000030517578,98.1220407351231,0.17796231663470508
2023-12-28,98.8000030517578,98.2552049515693,0.5447981001885012
2023-12-29,98.5999984741211,98.55005639902345,0.04994207509764692
2024-01-02,99.5,98.96686268347095,0.53313731652905
2024-01-03,98.9000015258789,99.03245747531058,-0.13245594943167305
2024-01-04,98.9000015258789,98.73283291503853,0.1671686108403776
2024-01-05,98.5,98.7267611668144,-0.2267611668143985
2024-01-08,99.0,98.93939923191728,0.060600768082721856
2024-01-09,99.0999984741211,99.00138639088468,0.0986120832364179
2024-01-10,98.8000030517578,99.01631469700361,-0.2163116452458098
2024-01-11,99.6999969482422,99.16136818429372,0.5386287639484806
2024-01-12,99.8000030517578,99.40673120300038,0.39327184875742205
2024-01-15,99.0999984741211,99.02619141476498,0.07380705935611331
2024-01-16,98.0,97.98250093876003,0.017499061239973912
2024-01-17,97.1999969482422,97.58972891310866,-0.38973196486645634
2024-01-18,97.3000030517578,97.75664566808605,-0.45664261632825287
2024-01-19,97.3000030517578,97.73364834613693,-0.4336452943791329
2024-01-22,97.5999984741211,97.75874029520975,-0.15874182108865398
2024-01-23,97.3000030517578,97.75572449701019,-0.45572144525239366
2024-01-24,97.3000030517578,97.63786237449186,-0.3378593227340616
2024-01-25,97.5999984741211,97.82721954616781,-0.22722107204671715
2024-01-26,98.4000015258789,98.30732695606935,0.09267456980956013
2024-01-29,98.5999984741211,98.42063870440357,0.17935976971752154
2024-01-30,98.5,98.2045785635881,0.29542143641189966
2024-01-31,98.0,98.23937016774721,-0.23937016774721087
2024-02-01,98.6999969482422,98.42072679280463,0.2792701554375725
2024-02-02,98.3000030517578,98.424475631179,-0.1244725794212087
2024-02-05,98.5,98.32238177140316,0.17761822859684173
2024-02-15,98.0,98.19697670664098,-0.19697670664098155
2024-02-16,98.0,98.00188152708904,-0.0018815270890399916
2024-02-19,98.0,98.14793747914771,-0.14793747914771416
2024-02-20,98.5999984741211,98.67745235727013,-0.07745388314903323
2024-02-21,100.0,98.97504112002609,1.0249588799739087
2024-02-22,99.9000015258789,99.0142320206847,0.8857695051942045
2024-02-23,99.4000015258789,99.13363518959439,0.2663663362845199
2024-02-26,99.9000015258789,99.21983065808165,0.6801708677972584
2024-02-27,99.0999984741211,99.15833264277497,-0.05833416865387164
2024-02-29,99.0,98.96651196496995,0.0334880350300466
2024-03-01,98.4000015258789,98.70397165850993,-0.30397013263102224
2024-03-04,98.0999984741211,98.34939635797419,-0.24939788385309214
2024-03-05,97.9000015258789,98.20892642528639,-0.30892489940748646
2024-03-06,98.5,98.31944823043548,0.18055176956451646
2024-03-07,97.9000015258789,98.48413934806904,-0.5841378221901294
2024-03-08,98.4000015258789,98.78874200731292,-0.38874048143401296
2024-03-11,98.8000030517578,99.01490901086333,-0.21490595910553623
2024-03-12,98.9000015258789,99.13550892419998,-0.2355073983210758
2024-03-13,99.5999984741211,99.32961381984137,0.2703846542797237
2024-03-14,99.8000030517578,99.54282825462315,0.2571747971346525
2024-03-15,99.3000030517578,99.54293530360286,-0.24293225184506184
2024-03-18,99.5999984741211,99.32403284731019,0.2759656268109012
2024-03-19,98.5,99.26135989590306,-0.7613598959030554
2024-03-20,98.5999984741211,99.32248046837039,-0.7224819942492928
2024-03-21,99.4000015258789,99.45561218484004,-0.055610658961128934
2024-03-22,99.9000015258789,99.74199708936986,0.15800443650904583
2024-03-25,99.9000015258789,100.11770214389753,-0.2177006180186254
2024-03-26,100.5,100.60645243506048,-0.10645243506047564
2024-03-27,102.0,101.32880276615776,0.6711972338422356
2024-03-28,102.0,101.81754003076114,0.1824599692388631
2024-03-29,102.5,102.62822775947862,-0.12822775947861942
2024-04-01,104.0,103.58651925272135,0.4134807472786548
2024-04-02,104.0,103.90425664235765,0.09574335764234831
2024-04-03,103.0,103.53535252042967,-0.5353525204296687
2024-04-08,104.0,103.66052401750923,0.33947598249076805
2024-04-09,104.0,103.70777067692042,0.2922293230795816
2024-04-10,104.0,103.76934690294738,0.23065309705262393
2024-04-11,104.0,103.8578669748889,0.14213302511109305
2024-04-12,104.5,103.76048746828906,0.7395125317109432
2024-04-15,104.0,103.46208143698944,0.5379185630105638
2024-04-16,102.0,102.38025790228319,-0.3802579022831907
2024-04-17,102.0,102.17671020447744,-0.17671020447744468
2024-04-18,103.5,103.16422131320468,0.3357786867953223
2024-04-19,102.0,102.400337462628,-0.40033746262800207
2024-04-22,104.5,103.94746769893068,0.5525323010693199
2024-04-23,103.0,103.01233404665908,-0.012334046659077558
2024-04-24,102.0,102.95155777033506,-0.9515577703350573
2024-04-25,102.5,103.2461519528772,-0.7461519528771987
2024-04-26,103.5,103.48527495574312,0.014725044256877595
2024-04-29,104.0,104.05247418438925,-0.05247418438925422
2024-04-30,104.0,104.25368600024397,-0.2536860002439738
2024-05-02,104.0,104.09700787775557,-0.09700787775557274
2024-05-03,104.5,104.25316294073492,0.2468370592650757
2024-05-06,105.0,104.61860292982064,0.38139707017936075
2024-05-07,104.5,104.81742043335812,-0.317420433358123
2024-05-08,105.0,104.94053399258797,0.05946600741202701
2024-05-09,105.0,105.08059724234158,-0.08059724234158239
2024-05-10,105.0,105.18870723813896,-0.18870723813896007
2024-05-13,105.5,105.16526341217669,0.33473658782331484
2024-05-14,104.5,105.00231618892298,-0.5023161889229755
2024-05-15,105.0,105.1271746677348,-0.12717466773480623
2024-05-16,105.5,105.5490775545226,-0.04907755452259721
2024-05-17,106.0,105.62517648117915,0.37482351882084686
2024-05-20,106.0,105.41416637586448,0.5858336241355175
2024-05-21,105.5,105.54649534434618,-0.04649534434618374
2024-05-22,107.0,106.3174953482821,0.6825046517179061
2024-05-23,107.0,106.54990244835065,0.4500975516493497
2024-05-24,106.5,106.47066577408461,0.0293342259153917
2024-05-27,105.5,106.00277238592938,-0.5027723859293758
2024-05-28,105.0,104.95081738774851,0.049182612251485125
2024-05-29,103.0,103.91637328942826,-0.9163732894282646
2024-05-30,104.5,104.9511063596842,-0.45110635968420354
2024-05-31,105.5,105.38944410594911,0.11055589405088995
2024-06-03,106.5,106.28704219950323,0.21295780049676694
2024-06-04,106.5,106.69960527918856,-0.1996052791885603
2024-06-05,107.0,106.47806703939746,0.5219329606025411
2024-06-06,106.5,106.62010847170681,-0.12010847170681416
2024-06-07,107.0,106.92686802198482,0.07313197801518356
2024-06-11,107.0,106.71464012315576,0.2853598768442396
2024-06-12,106.0,106.07285999198459,-0.07285999198458626
2024-06-13,106.0,106.2350030309992,-0.23500303099919506
2024-06-14,107.5,107.17795251474845,0.32204748525154514
2024-06-17,107.5,107.38738321634308,0.11261678365691807
2024-06-18,107.5,107.04463344910758,0.4553665508924212
2024-06-19,106.5,106.8100053722441,-0.31000537224410607
2024-06-20,106.5,106.42869995595804,0.071300044041962
2024-06-21,106.0,106.45478773496615,-0.4547877349661462
2024-06-24,107.0,106.9936915216076,0.006308478392398342
2024-06-25,106.5,106.93845138863439,-0.43845138863439104
2024-06-26,106.0,106.37907886809168,-0.3790788680916819
2024-06-27,106.0,106.46835278129268,-0.46835278129267977
2024-06-28,107.0,107.07035348632762,-0.07035348632761895
2024-07-01,109.0,108.49828885071213,0.5017111492878712
2024-07-02,111.5,111.0346447817755,0.4653552182245022
2024-07-03,112.5,111.86073261192479,0.6392673880752113
2024-07-04,111.0,110.92920778881748,0.07079221118252121
2024-07-05,116.0,115.35769422831945,0.6423057716805545
2024-07-08,102.5,102.7790844299422,-0.27908442994220195
2024-07-09,101.0,100.96421317043378,0.035786829566220035
2024-07-10,102.0,102.01086618527877,-0.010866185278771923
2024-07-11,101.0,101.43894180880808,-0.43894180880808165
2024-07-12,101.0,101.0477715727634,-0.04777157276339494
2024-07-15,101.0,101.28690919906511,-0.28690919906510715
2024-07-16,101.0,101.60762008709338,-0.6076200870933803
2024-07-17,102.0,102.39043614759578,-0.3904361475957785
2024-07-18,104.0,103.5705397453184,0.4294602546816009
2024-07-19,103.5,103.89434783053494,-0.39434783053494016
2024-07-22,103.5,103.87981336417805,-0.3798133641780481
2024-07-23,105.5,105.09565426145603,0.4043457385439666
2024-07-26,106.0,105.73817566738171,0.2618243326182892
2024-07-29,104.5,104.91157237777627,-0.41157237777626676
2024-07-30,105.5,105.4705215392937,0.02947846070630078
2024-07-31,105.5,105.36013954231568,0.1398604576843212
2024-08-01,105.5,105.66257626878647,-0.16257626878646647
2024-08-02,106.0,105.81478614963937,0.18521385036062554
2024-08-05,106.0,105.93043660010827,0.06956339989173443
2024-08-06,110.5,109.36842802031528,1.131571979684722
2024-08-07,108.0,107.27750312375329,0.7224968762467086
2024-08-08,107.0,107.07309393367818,-0.07309393367818018
2024-08-09,107.5,107.26758561401023,0.23241438598977027
2024-08-12,107.5,107.24520319501158,0.25479680498841617
2024-08-13,107.5,107.76874413215941,-0.2687441321594122
2024-08-14,109.0,108.45318839537451,0.5468116046254892
2024-08-15,108.5,108.551718671023,-0.05171867102299643
2024-08-16,107.5,108.24861136328302,-0.7486113632830182
2024-08-19,109.5,109.48440679496218,0.015593205037816915
2024-08-20,108.5,109.29632938383658,-0.7963293838365786
2024-08-21,110.0,109.88771235375665,0.11228764624334531
2024-08-22,110.0,110.40317012144685,-0.4031701214468484
2024-08-23,111.5,111.26879910616779,0.23120089383220943
2024-08-26,110.0,110.47884257019834,-0.47884257019833854
2024-08-27,112.0,111.57605436603333,0.4239456339666674
