Date,Adj Close,Close,High,Low,Open,Volume
2023-12-01,95.52275848388672,99.19999694824219,99.30000305175781,98.4000015258789,98.5,5868186.0
2023-12-04,96.10051727294922,99.80000305175781,101.0,99.0999984741211,99.0999984741211,9224025.0
2023-12-05,96.77456665039062,100.5,101.0,100.0,100.5,6953640.0
2023-12-06,96.29310607910156,100.0,101.5,100.0,101.0,4873323.0
2023-12-07,95.71534729003906,99.4000015258789,100.5,99.19999694824219,100.0,2769663.0
2023-12-08,95.42646789550781,99.0999984741211,99.69999694824219,98.80000305175781,99.69999694824219,2602627.0
2023-12-11,94.84870910644531,98.5,99.19999694824219,98.0999984741211,99.0999984741211,2283845.0
2023-12-12,95.04129028320312,98.69999694824219,99.19999694824219,98.5,99.19999694824219,2511072.0
2023-12-13,94.7524185180664,98.4000015258789,99.0999984741211,98.30000305175781,99.0999984741211,1858446.0
2023-12-14,95.23387908935547,98.9000015258789,99.4000015258789,98.30000305175781,99.4000015258789,2650614.0
2023-12-15,94.7524185180664,98.4000015258789,99.19999694824219,97.80000305175781,99.19999694824219,5902462.0
2023-12-18,94.46353149414062,98.0999984741211,98.30000305175781,97.80000305175781,98.30000305175781,2178025.0
2023-12-19,94.36724090576172,98.0,98.0,97.5999984741211,97.80000305175781,2300460.0
2023-12-20,94.46353149414062,98.0999984741211,98.0999984741211,97.5999984741211,98.0,3117733.0
2023-12-21,93.98207092285156,97.5999984741211,97.80000305175781,97.30000305175781,97.5999984741211,3213832.0
2023-12-22,93.59689331054688,97.19999694824219,97.69999694824219,97.19999694824219,97.30000305175781,2515600.0
2023-12-25,93.88577270507812,97.5,97.5999984741211,97.0,97.30000305175781,1638921.0
2023-12-26,94.1746597290039,97.80000305175781,98.19999694824219,97.5,97.9000015258789,1833076.0
2023-12-27,94.65612030029297,98.30000305175781,98.5,97.69999694824219,98.0999984741211,2117655.0
2023-12-28,95.13758850097656,98.80000305175781,98.80000305175781,98.0999984741211,98.19999694824219,1721426.0
2023-12-29,94.94499969482422,98.5999984741211,98.69999694824219,97.9000015258789,98.5,2602561.0
2024-01-02,95.81163787841797,99.5,99.5,98.4000015258789,98.5,2336791.0
2024-01-03,95.23387908935547,98.9000015258789,99.0,98.4000015258789,98.69999694824219,1866410.0
2024-01-04,95.23387908935547,98.9000015258789,98.9000015258789,98.19999694824219,98.9000015258789,1485645.0
2024-01-05,94.84870910644531,98.5,98.9000015258789,98.19999694824219,98.5999984741211,1098389.0
2024-01-08,95.33016967773438,99.0,99.0,98.4000015258789,98.69999694824219,1306193.0
2024-01-09,95.42646789550781,99.0999984741211,99.0999984741211,98.80000305175781,99.0,1376775.0
2024-01-10,95.13758850097656,98.80000305175781,99.30000305175781,98.5,99.30000305175781,1953383.0
2024-01-11,96.00421905517578,99.69999694824219,99.80000305175781,99.0,99.30000305175781,2835643.0
2024-01-12,96.10051727294922,99.80000305175781,100.0,99.19999694824219,100.0,1874647.0
2024-01-15,95.42646789550781,99.0999984741211,99.80000305175781,98.9000015258789,99.80000305175781,2049820.0
2024-01-16,94.36724090576172,98.0,98.69999694824219,98.0,98.5999984741211,3277554.0
2024-01-17,93.59689331054688,97.19999694824219,98.0,97.0999984741211,97.5999984741211,4512546.0
2024-01-18,93.69319152832031,97.30000305175781,97.69999694824219,97.19999694824219,97.19999694824219,2495800.0
2024-01-19,93.69319152832031,97.30000305175781,97.5999984741211,96.9000015258789,97.0,3670276.0
2024-01-22,93.98207092285156,97.5999984741211,98.0999984741211,97.30000305175781,97.80000305175781,1844144.0
2024-01-23,93.69319152832031,97.30000305175781,98.0,97.19999694824219,98.0,2315581.0
2024-01-24,93.69319152832031,97.30000305175781,98.0999984741211,97.19999694824219,97.4000015258789,2510271.0
2024-01-25,93.98207092285156,97.5999984741211,98.0,97.30000305175781,97.80000305175781,2076139.0
2024-01-26,94.7524185180664,98.4000015258789,98.4000015258789,97.4000015258789,97.4000015258789,1471135.0
2024-01-29,94.94499969482422,98.5999984741211,98.5999984741211,97.80000305175781,98.0,1159942.0
2024-01-30,94.84870910644531,98.5,98.5999984741211,97.9000015258789,98.5999984741211,2001124.0
2024-01-31,94.36724090576172,98.0,98.4000015258789,97.9000015258789,98.30000305175781,2061421.0
2024-02-01,95.04129028320312,98.69999694824219,98.80000305175781,98.0999984741211,98.5,2806175.0
2024-02-02,94.65612030029297,98.30000305175781,98.80000305175781,98.19999694824219,98.69999694824219,1328878.0
2024-02-05,94.84870910644531,98.5,98.5,97.80000305175781,97.9000015258789,1770725.0
2024-02-15,94.36724090576172,98.0,98.5,97.69999694824219,97.80000305175781,3281585.0
2024-02-16,94.36724090576172,98.0,98.0999984741211,97.69999694824219,98.0,2702575.0
2024-02-19,94.36724090576172,98.0,98.0999984741211,97.69999694824219,98.0,3085940.0
2024-02-20,94.94499969482422,98.5999984741211,98.69999694824219,98.0,98.0,1700977.0
2024-02-21,96.29310607910156,100.0,100.0,98.80000305175781,98.9000015258789,4427042.0
2024-02-22,96.19681549072266,99.9000015258789,100.0,99.5999984741211,100.0,3114132.0
2024-02-23,95.71534729003906,99.4000015258789,99.80000305175781,99.30000305175781,99.69999694824219,1881784.0
2024-02-26,96.19681549072266,99.9000015258789,99.9000015258789,99.0999984741211,99.0999984741211,2565027.0
2024-02-27,95.42646789550781,99.0999984741211,99.9000015258789,99.0999984741211,99.5,2851906.0
2024-02-29,95.33016967773438,99.0,99.30000305175781,98.5,99.0999984741211,11177863.0
2024-03-01,94.7524185180664,98.4000015258789,98.80000305175781,98.19999694824219,98.4000015258789,3353742.0
2024-03-04,94.46353149414062,98.0999984741211,98.9000015258789,98.0,98.0,2491528.0
2024-03-05,94.27095031738281,97.9000015258789,98.5,97.80000305175781,98.0999984741211,2846467.0
2024-03-06,94.84870910644531,98.5,98.69999694824219,98.0,98.4000015258789,2262653.0
2024-03-07,94.27095031738281,97.9000015258789,98.30000305175781,97.9000015258789,98.0,4461634.0
2024-03-08,94.7524185180664,98.4000015258789,98.4000015258789,97.5999984741211,97.5999984741211,2768493.0
2024-03-11,95.13758850097656,98.80000305175781,99.0,98.5,98.80000305175781,2026356.0
2024-03-12,95.23387908935547,98.9000015258789,99.19999694824219,98.5999984741211,98.80000305175781,3142499.0
2024-03-13,95.90792846679688,99.5999984741211,99.80000305175781,98.5999984741211,98.5999984741211,4762927.0
